;;HC Olomouc;2;"ST 30. 12.
(0:0, 1:1, 0:0 - 0:0 - 1:0)";1;"S
Piráti Chomutov";
;;HC Energie Karlovy Vary;4;"ST 30. 12.
(0:0, 2:1, 2:0)";1;"
BK Mladá Boleslav";
;"33. kolo
";;;;;;
;;HC Kometa Brno;5;"NE 03. 01.
(2:1, 1:1, 2:0)";2;"
HC Škoda Plzeň";
;;HC Sparta Praha;5;"NE 03. 01.
(1:1, 3:0, 1:1)";2;"
Bílí Tygři Liberec";
;;PSG Zlín;4;"NE 03. 01.
(0:0, 1:0, 3:2)";2;"
HC Olomouc";
;;HC Dynamo Pardubice;4;"NE 03. 01.
(0:2, 2:1, 1:0 - 1:0)";3;"
HC VÍTKOVICE STEEL";
;;BK Mladá Boleslav;2;"NE 03. 01.
(0:0, 1:0, 1:0)";0;"
HC VERVA Litvínov";
;;Piráti Chomutov;3;"NE 03. 01.
(0:0, 2:0, 1:1)";1;"
HC Energie Karlovy Vary";
;;HC Oceláři Třinec;7;"ÚT 05. 01.
(0:0, 3:3, 3:3 - 0:0 - 1:0)";6;"S
Mountfield HK";
;"34. kolo
";;;;;;
;;HC VÍTKOVICE STEEL;4;"PÁ 08. 01.
(1:0, 2:1, 1:0)";1;"
BK Mladá Boleslav";
;;HC VERVA Litvínov;2;"PÁ 08. 01.
(0:1, 1:0, 1:0)";1;"
HC Oceláři Třinec";
;;HC Energie Karlovy Vary;1;"PÁ 08. 01.
(0:1, 1:0, 0:0 - 0:0 - 0:1)";2;"S
PSG Zlín";
;;Mountfield HK;1;"PÁ 08. 01.
(0:1, 1:1, 0:1)";3;"
HC Škoda Plzeň";
;;Bílí Tygři Liberec;7;"PÁ 08. 01.
(5:1, 1:0, 1:0)";1;"
Piráti Chomutov";
;;HC Olomouc;4;"PÁ 08. 01.
(0:2, 2:1, 1:0 - 1:0)";3;"
HC Dynamo Pardubice";
;;HC Kometa Brno;2;"PÁ 08. 01.
(0:0, 2:1, 0:3)";4;"
HC Sparta Praha";
;"35. kolo
";;;;;;
;;HC Dynamo Pardubice;2;"NE 10. 01.
(1:1, 1:1, 0:1)";3;"
Bílí Tygři Liberec";
;;HC Oceláři Třinec;1;"NE 10. 01.
(1:0, 0:2, 0:0)";2;"
HC Kometa Brno";
;;PSG Zlín;3;"NE 10. 01.
(0:0, 3:1, 0:0)";1;"
HC VÍTKOVICE STEEL";
;;HC Sparta Praha;1;"NE 10. 01.
(0:1, 0:1, 1:0)";2;"
HC Škoda Plzeň";
;;HC Olomouc;3;"NE 10. 01.
(1:0, 1:0, 1:0)";0;"
HC Energie Karlovy Vary";
;;BK Mladá Boleslav;2;"NE 10. 01.
(1:0, 1:0, 0:2 - 0:0 - 0:1)";3;"S
Mountfield HK";
;;Piráti Chomutov;2;"NE 10. 01.
(0:0, 0:1, 2:1 - 0:1)";3;"
HC VERVA Litvínov";
;"36. kolo
";;;;;;
;;HC Kometa Brno;3;"ÚT 12. 01.
(0:0, 1:0, 2:1)";1;"
Piráti Chomutov";
;;HC Sparta Praha;4;"ÚT 12. 01.
(0:1, 3:1, 1:1)";3;"
HC Oceláři Třinec";
;;HC VÍTKOVICE STEEL;5;"PÁ 15. 01.
(4:0, 0:2, 1:0)";2;"
HC Energie Karlovy Vary";
;;HC VERVA Litvínov;3;"PÁ 15. 01.
(1:0, 0:2, 1:0 - 0:0 - 1:0)";2;"S
HC Dynamo Pardubice";
;;HC Škoda Plzeň;1;"PÁ 15. 01.
(1:0, 0:0, 0:3)";3;"
BK Mladá Boleslav";
;;Mountfield HK;3;"PÁ 15. 01.
(2:1, 0:0, 1:0)";1;"
PSG Zlín";
;;Bílí Tygři Liberec;4;"PÁ 15. 01.
(0:0, 3:0, 1:0)";0;"
HC Olomouc";
;"37. kolo
";;;;;;
;;HC Energie Karlovy Vary;4;"NE 17. 01.
(2:2, 2:1, 0:0)";3;"
HC VERVA Litvínov";
;;PSG Zlín;2;"NE 17. 01.
(0:0, 1:0, 1:1)";1;"
Bílí Tygři Liberec";
;;HC Škoda Plzeň;1;"NE 17. 01.
(0:0, 0:2, 1:1)";3;"
HC Oceláři Třinec";
;;HC Olomouc;3;"NE 17. 01.
(1:1, 0:1, 1:0 - 0:0 - 1:0)";2;"S
HC VÍTKOVICE STEEL";
;;HC Dynamo Pardubice;4;"NE 17. 01.
(0:2, 4:2, 0:2)";6;"
HC Sparta Praha";
;;BK Mladá Boleslav;4;"NE 17. 01.
(2:0, 1:0, 1:1)";1;"
HC Kometa Brno";
;;Piráti Chomutov;"02. 02.
17:30";;;"T
Mountfield HK";
;"38. kolo
";;;;;;
;;HC Oceláři Třinec;7;"PÁ 22. 01.
(2:0, 4:0, 1:0)";0;"
BK Mladá Boleslav";
;;HC VERVA Litvínov;1;"PÁ 22. 01.
(0:0, 1:1, 0:1)";2;"
HC Olomouc";
;;HC Škoda Plzeň;1;"PÁ 22. 01.
(0:2, 1:1, 0:1)";4;"
PSG Zlín";
;;Mountfield HK;4;"PÁ 22. 01.
(2:2, 1:0, 1:0)";2;"
HC Energie Karlovy Vary";
;;HC Kometa Brno;2;"PÁ 22. 01.
(0:1, 0:2, 2:0)";3;"
HC Dynamo Pardubice";
;;Bílí Tygři Liberec;2;"PÁ 22. 01.
(1:0, 0:0, 1:0)";0;"
HC VÍTKOVICE STEEL";
;;HC Sparta Praha;7;"PÁ 22. 01.
(3:0, 2:0, 2:1)";1;"
Piráti Chomutov";
;"39. kolo
";;;;;;
;;PSG Zlín;4;"NE 24. 01.
(1:0, 1:1, 2:0)";1;"
HC Kometa Brno";
;;HC Energie Karlovy Vary;2;"NE 24. 01.
(1:2, 1:1, 0:4)";7;"
Bílí Tygři Liberec";
;;HC VÍTKOVICE STEEL;5;"NE 24. 01.
(0:1, 2:2, 2:1 - 0:0 - 1:0)";4;"S
HC VERVA Litvínov";
;;HC Olomouc;1;"NE 24. 01.
(0:0, 1:1, 0:0 - 0:1)";2;"
HC Oceláři Třinec";
;;HC Dynamo Pardubice;3;"NE 24. 01.
(0:0, 1:2, 2:0)";2;"
Mountfield HK";
;;Piráti Chomutov;4;"NE 24. 01.
(2:1, 1:1, 1:1)";3;"
HC Škoda Plzeň";
;;BK Mladá Boleslav;0;"NE 24. 01.
(0:0, 0:2, 0:0)";2;"
HC Sparta Praha";
;"40. kolo
";;;;;;
;;HC VÍTKOVICE STEEL;1;"ÚT 26. 01.
(0:0, 0:2, 1:0)";2;"
Mountfield HK";
;;PSG Zlín;4;"ÚT 26. 01.
(0:0, 1:1, 3:0)";1;"
HC VERVA Litvínov";
;;Piráti Chomutov;4;"ÚT 26. 01.
(1:1, 0:1, 3:0)";2;"
HC Oceláři Třinec";
;;Bílí Tygři Liberec;2;"ÚT 26. 01.
(0:0, 0:0, 2:0)";0;"
HC Kometa Brno";
;;HC Energie Karlovy Vary;0;"ÚT 26. 01.
(0:1, 0:1, 0:1)";3;"
HC Škoda Plzeň";
;;HC Dynamo Pardubice;0;"ÚT 26. 01.
(0:1, 0:0, 0:4)";5;"
BK Mladá Boleslav";
;;HC Sparta Praha;2;"ÚT 26. 01.
(0:1, 1:0, 0:0 - 0:0 - 1:0)";1;"S
HC Olomouc";
;"41. kolo
";;;;;;
;;HC Oceláři Třinec;2;"PÁ 29. 01.
(0:0, 1:0, 1:0)";0;"
HC Energie Karlovy Vary";
;;BK Mladá Boleslav;5;"PÁ 29. 01.
(2:1, 2:0, 1:1)";2;"
Piráti Chomutov";
;;HC Škoda Plzeň;4;"PÁ 29. 01.
(1:0, 1:1, 2:0)";1;"
HC Dynamo Pardubice";
;;HC VERVA Litvínov;2;"PÁ 29. 01.
(0:1, 1:0, 1:1 - 0:0 - 0:1)";3;"S
Bílí Tygři Liberec";
;;Mountfield HK;4;"PÁ 29. 01.
(2:2, 0:1, 1:0 - 0:0 - 1:0)";3;"S
HC Olomouc";
;;HC Kometa Brno;5;"PÁ 29. 01.
(1:1, 4:0, 0:1)";2;"
HC VÍTKOVICE STEEL";
;;HC Sparta Praha;"03. 02.
18:30";;;"
PSG Zlín";
